"","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3","datetime"
"1413","0.322","0.124","242.640","1.400","0.000","0.000",0,2007-02-02 05:32:00
"1414","0.318","0.122","242.160","1.400","0.000","0.000",0,2007-02-02 05:33:00
"1415","0.318","0.124","242.360","1.400","0.000","0.000",0,2007-02-02 05:34:00
"1416","0.318","0.124","242.280","1.400","0.000","0.000",0,2007-02-02 05:35:00
"1417","0.318","0.122","242.010","1.400","0.000","0.000",0,2007-02-02 05:36:00
"1418","0.270","0.054","242.140","1.200","0.000","0.000",0,2007-02-02 05:37:00
"1419","0.222","0.000","241.860","1.000","0.000","0.000",0,2007-02-02 05:38:00
"1420","0.222","0.000","241.520","1.000","0.000","0.000",0,2007-02-02 05:39:00
"1421","0.222","0.000","242.010","1.000","0.000","0.000",0,2007-02-02 05:40:00
"1422","0.226","0.000","243.320","1.000","0.000","0.000",0,2007-02-02 05:41:00
"1423","0.226","0.000","243.610","1.000","0.000","0.000",0,2007-02-02 05:42:00
"1424","0.224","0.000","242.780","1.000","0.000","0.000",0,2007-02-02 05:43:00
"1425","0.224","0.000","243.060","1.000","0.000","0.000",0,2007-02-02 05:44:00
"1426","0.224","0.000","242.990","1.000","0.000","0.000",0,2007-02-02 05:45:00
"1427","0.224","0.000","242.790","1.000","0.000","0.000",0,2007-02-02 05:46:00
"1428","0.226","0.000","243.190","1.000","0.000","0.000",0,2007-02-02 05:47:00
"1429","0.222","0.000","242.070","1.000","0.000","0.000",0,2007-02-02 05:48:00
"1430","0.224","0.000","242.090","1.000","0.000","0.000",0,2007-02-02 05:49:00
"1431","0.224","0.000","242.750","1.000","0.000","0.000",0,2007-02-02 05:50:00
"1432","0.224","0.000","242.870","1.000","0.000","0.000",0,2007-02-02 05:51:00
"1433","0.224","0.000","242.930","1.000","0.000","0.000",0,2007-02-02 05:52:00
"1434","0.226","0.000","243.140","1.000","0.000","0.000",0,2007-02-02 05:53:00
"1435","0.224","0.000","243.150","1.000","0.000","0.000",0,2007-02-02 05:54:00
"1436","0.226","0.000","243.170","1.000","0.000","0.000",0,2007-02-02 05:55:00
"1437","0.224","0.000","242.840","1.000","0.000","0.000",0,2007-02-02 05:56:00
"1438","0.224","0.000","242.570","1.000","0.000","0.000",0,2007-02-02 05:57:00
"1439","0.300","0.080","242.610","1.400","0.000","0.000",0,2007-02-02 05:58:00
"1440","0.312","0.114","242.960","1.400","0.000","1.000",0,2007-02-02 05:59:00
"1441","0.316","0.116","243.450","1.400","0.000","1.000",0,2007-02-02 06:00:00
"1442","0.318","0.122","244.470","1.400","0.000","1.000",0,2007-02-02 06:01:00
"1443","0.320","0.124","245.010","1.400","0.000","2.000",0,2007-02-02 06:02:00
"1444","0.388","0.192","243.840","1.800","0.000","1.000",0,2007-02-02 06:03:00
"1445","0.430","0.262","244.510","2.000","0.000","2.000",0,2007-02-02 06:04:00
"1446","0.424","0.260","244.010","2.000","0.000","1.000",0,2007-02-02 06:05:00
"1447","0.492","0.334","243.710","2.400","0.000","2.000",0,2007-02-02 06:06:00
"1448","0.494","0.360","242.870","2.400","0.000","1.000",0,2007-02-02 06:07:00
"1449","0.490","0.354","242.050","2.400","0.000","1.000",0,2007-02-02 06:08:00
"1450","0.488","0.356","242.350","2.400","0.000","2.000",0,2007-02-02 06:09:00
"1451","0.486","0.356","242.300","2.400","0.000","1.000",0,2007-02-02 06:10:00
"1452","0.482","0.358","242.630","2.400","0.000","1.000",0,2007-02-02 06:11:00
"1453","0.482","0.364","243.770","2.400","0.000","2.000",0,2007-02-02 06:12:00
"1454","0.478","0.362","243.440","2.400","0.000","1.000",0,2007-02-02 06:13:00
"1455","0.476","0.362","243.480","2.400","0.000","1.000",0,2007-02-02 06:14:00
"1456","0.472","0.362","243.220","2.400","0.000","2.000",0,2007-02-02 06:15:00
"1457","0.402","0.256","242.910","2.000","0.000","1.000",0,2007-02-02 06:16:00
"1458","0.382","0.226","242.520","1.800","0.000","1.000",0,2007-02-02 06:17:00
"1459","0.306","0.116","243.200","1.400","0.000","1.000",0,2007-02-02 06:18:00
"1460","0.306","0.116","243.350","1.400","0.000","2.000",0,2007-02-02 06:19:00
"1461","0.306","0.118","243.780","1.400","0.000","1.000",0,2007-02-02 06:20:00
"1462","0.302","0.114","242.900","1.400","0.000","1.000",0,2007-02-02 06:21:00
"1463","0.302","0.114","242.660","1.400","0.000","1.000",0,2007-02-02 06:22:00
"1464","0.302","0.116","243.300","1.400","0.000","2.000",0,2007-02-02 06:23:00
"1465","0.302","0.116","243.210","1.400","0.000","1.000",0,2007-02-02 06:24:00
"1466","0.300","0.112","242.490","1.200","0.000","1.000",0,2007-02-02 06:25:00
"1467","0.302","0.118","243.830","1.400","0.000","1.000",0,2007-02-02 06:26:00
"1468","0.302","0.118","243.900","1.400","0.000","1.000",0,2007-02-02 06:27:00
"1469","0.290","0.096","242.730","1.200","0.000","1.000",0,2007-02-02 06:28:00
"1470","0.228","0.000","242.500","1.000","0.000","0.000",0,2007-02-02 06:29:00
"1471","0.276","0.000","241.850","1.200","0.000","0.000",0,2007-02-02 06:30:00
"1472","0.424","0.000","241.580","1.800","0.000","0.000",0,2007-02-02 06:31:00
"1473","0.422","0.000","241.280","1.600","0.000","0.000",0,2007-02-02 06:32:00
"1474","0.422","0.000","241.140","1.600","0.000","0.000",0,2007-02-02 06:33:00
"1475","0.434","0.000","241.350","1.800","0.000","0.000",0,2007-02-02 06:34:00
"1476","0.538","0.000","241.390","2.200","0.000","0.000",0,2007-02-02 06:35:00
"1477","0.514","0.000","241.740","2.000","0.000","0.000",0,2007-02-02 06:36:00
"1478","0.842","0.000","241.210","4.000","0.000","0.000",3,2007-02-02 06:37:00
"1479","2.654","0.000","239.390","12.400","0.000","0.000",18,2007-02-02 06:38:00
"1480","4.862","0.000","236.930","20.400","0.000","0.000",18,2007-02-02 06:39:00
"1481","5.448","0.000","236.490","23.000","0.000","0.000",18,2007-02-02 06:40:00
"1482","4.414","0.000","237.260","19.400","0.000","0.000",17,2007-02-02 06:41:00
"1483","2.796","0.000","239.360","11.600","0.000","0.000",18,2007-02-02 06:42:00
"1484","3.320","0.000","238.730","13.800","0.000","0.000",17,2007-02-02 06:43:00
"1485","3.208","0.118","239.090","13.600","0.000","0.000",18,2007-02-02 06:44:00
"1486","3.042","0.170","239.090","12.800","0.000","0.000",17,2007-02-02 06:45:00
"1487","2.646","0.144","240.080","11.400","0.000","0.000",18,2007-02-02 06:46:00
"1488","1.954","0.124","239.760","8.200","0.000","0.000",18,2007-02-02 06:47:00
"1489","2.262","0.106","239.740","9.400","0.000","0.000",17,2007-02-02 06:48:00
"1490","2.294","0.180","240.010","9.600","0.000","0.000",18,2007-02-02 06:49:00
"1491","2.206","0.212","240.270","9.200","0.000","0.000",18,2007-02-02 06:50:00
"1492","2.114","0.212","240.180","8.800","0.000","0.000",18,2007-02-02 06:51:00
"1493","2.112","0.214","240.470","8.800","0.000","0.000",17,2007-02-02 06:52:00
"1494","2.108","0.214","240.380","8.800","0.000","0.000",18,2007-02-02 06:53:00
"1495","2.110","0.216","240.670","8.800","0.000","0.000",18,2007-02-02 06:54:00
"1496","2.112","0.216","240.760","8.800","0.000","0.000",17,2007-02-02 06:55:00
"1497","2.090","0.214","240.180","8.600","0.000","0.000",18,2007-02-02 06:56:00
"1498","2.102","0.218","240.970","8.800","0.000","0.000",18,2007-02-02 06:57:00
"1499","2.100","0.174","240.620","8.800","0.000","0.000",18,2007-02-02 06:58:00
"1500","2.052","0.078","240.010","8.400","0.000","0.000",17,2007-02-02 06:59:00
"1501","2.046","0.064","239.730","8.400","0.000","0.000",18,2007-02-02 07:00:00
"1502","1.986","0.000","239.630","8.200","0.000","0.000",18,2007-02-02 07:01:00
"1503","1.986","0.000","239.710","8.200","0.000","0.000",17,2007-02-02 07:02:00
"1504","1.970","0.000","238.890","8.200","0.000","0.000",18,2007-02-02 07:03:00
"1505","1.962","0.000","238.160","8.200","0.000","0.000",17,2007-02-02 07:04:00
"1506","1.956","0.000","237.980","8.200","0.000","0.000",17,2007-02-02 07:05:00
"1507","1.952","0.000","237.780","8.200","0.000","0.000",18,2007-02-02 07:06:00
"1508","1.954","0.000","237.720","8.200","0.000","0.000",17,2007-02-02 07:07:00
"1509","1.956","0.000","237.920","8.200","0.000","0.000",17,2007-02-02 07:08:00
"1510","1.954","0.000","237.510","8.200","0.000","0.000",18,2007-02-02 07:09:00
"1511","1.962","0.000","237.980","8.200","0.000","0.000",17,2007-02-02 07:10:00
"1512","1.974","0.000","238.880","8.200","0.000","0.000",18,2007-02-02 07:11:00
"1513","1.986","0.000","239.850","8.200","0.000","0.000",17,2007-02-02 07:12:00
"1514","1.980","0.000","239.770","8.200","0.000","0.000",18,2007-02-02 07:13:00
"1515","1.980","0.000","239.900","8.200","0.000","0.000",18,2007-02-02 07:14:00
"1516","1.974","0.000","239.300","8.200","0.000","0.000",17,2007-02-02 07:15:00
"1517","1.984","0.000","239.440","8.200","0.000","0.000",18,2007-02-02 07:16:00
"1518","2.014","0.000","240.550","8.400","0.000","0.000",17,2007-02-02 07:17:00
"1519","2.026","0.000","241.250","8.400","0.000","0.000",18,2007-02-02 07:18:00
"1520","2.016","0.000","240.960","8.400","0.000","0.000",18,2007-02-02 07:19:00
"1521","2.006","0.000","240.820","8.200","0.000","0.000",18,2007-02-02 07:20:00
"1522","1.990","0.000","239.660","8.200","0.000","0.000",17,2007-02-02 07:21:00
"1523","1.986","0.000","238.230","8.200","0.000","0.000",18,2007-02-02 07:22:00
"1524","2.088","0.000","237.830","8.800","0.000","0.000",17,2007-02-02 07:23:00
"1525","2.076","0.098","238.090","8.600","0.000","0.000",18,2007-02-02 07:24:00
"1526","2.062","0.102","238.070","8.600","0.000","0.000",17,2007-02-02 07:25:00
"1527","2.058","0.102","238.210","8.600","0.000","0.000",17,2007-02-02 07:26:00
"1528","2.320","0.104","238.890","9.800","0.000","0.000",18,2007-02-02 07:27:00
"1529","2.736","0.106","238.720","11.400","0.000","0.000",17,2007-02-02 07:28:00
"1530","2.322","0.256","238.560","9.800","0.000","0.000",18,2007-02-02 07:29:00
"1531","2.296","0.230","238.750","9.600","0.000","0.000",17,2007-02-02 07:30:00
"1532","2.324","0.102","238.610","9.600","0.000","0.000",18,2007-02-02 07:31:00
"1533","2.346","0.102","238.720","9.800","0.000","0.000",17,2007-02-02 07:32:00
"1534","2.414","0.102","239.090","10.000","0.000","0.000",18,2007-02-02 07:33:00
"1535","2.444","0.096","237.670","10.200","0.000","0.000",17,2007-02-02 07:34:00
"1536","2.464","0.102","239.140","10.200","0.000","0.000",17,2007-02-02 07:35:00
"1537","2.522","0.168","238.810","10.600","0.000","0.000",18,2007-02-02 07:36:00
"1538","2.536","0.202","238.950","10.600","0.000","0.000",17,2007-02-02 07:37:00
"1539","2.504","0.206","239.780","10.400","0.000","0.000",18,2007-02-02 07:38:00
"1540","2.386","0.110","239.490","10.000","0.000","0.000",18,2007-02-02 07:39:00
"1541","2.412","0.080","239.330","10.000","0.000","0.000",17,2007-02-02 07:40:00
"1542","2.440","0.074","238.320","10.200","0.000","0.000",18,2007-02-02 07:41:00
"1543","2.736","0.072","237.890","11.600","0.000","0.000",17,2007-02-02 07:42:00
"1544","3.186","0.064","236.390","13.600","0.000","0.000",17,2007-02-02 07:43:00
"1545","2.412","0.066","236.620","10.200","0.000","0.000",17,2007-02-02 07:44:00
"1546","2.432","0.074","238.450","10.200","0.000","0.000",18,2007-02-02 07:45:00
"1547","2.444","0.074","239.460","10.200","0.000","0.000",17,2007-02-02 07:46:00
"1548","2.504","0.068","238.450","10.400","0.000","0.000",18,2007-02-02 07:47:00
"1549","2.432","0.000","237.450","10.200","0.000","0.000",17,2007-02-02 07:48:00
"1550","2.390","0.000","237.800","10.000","0.000","0.000",17,2007-02-02 07:49:00
"1551","2.246","0.000","237.520","9.400","0.000","0.000",18,2007-02-02 07:50:00
"1552","2.210","0.000","237.460","9.200","0.000","0.000",17,2007-02-02 07:51:00
"1553","2.206","0.000","238.680","9.200","0.000","0.000",17,2007-02-02 07:52:00
"1554","2.314","0.148","238.250","9.600","0.000","0.000",18,2007-02-02 07:53:00
"1555","2.676","0.000","237.340","11.200","0.000","0.000",17,2007-02-02 07:54:00
"1556","2.686","0.000","235.760","11.400","0.000","0.000",17,2007-02-02 07:55:00
"1557","2.694","0.000","236.140","11.400","0.000","0.000",17,2007-02-02 07:56:00
"1558","2.844","0.000","236.350","12.000","0.000","0.000",17,2007-02-02 07:57:00
"1559","2.880","0.000","236.330","12.200","0.000","0.000",17,2007-02-02 07:58:00
"1560","2.922","0.000","235.360","12.400","0.000","0.000",17,2007-02-02 07:59:00
"1561","2.904","0.000","235.450","12.200","0.000","0.000",17,2007-02-02 08:00:00
"1562","2.842","0.000","235.320","12.000","0.000","0.000",17,2007-02-02 08:01:00
"1563","2.052","0.000","236.200","8.800","0.000","0.000",17,2007-02-02 08:02:00
"1564","1.908","0.000","239.290","8.000","0.000","0.000",18,2007-02-02 08:03:00
"1565","1.924","0.056","239.030","8.000","0.000","0.000",17,2007-02-02 08:04:00
"1566","1.550","0.096","239.410","6.400","0.000","0.000",18,2007-02-02 08:05:00
"1567","1.884","0.100","238.840","7.800","0.000","0.000",18,2007-02-02 08:06:00
"1568","1.774","0.090","238.690","7.400","0.000","0.000",17,2007-02-02 08:07:00
"1569","1.960","0.094","238.990","8.200","0.000","0.000",17,2007-02-02 08:08:00
"1570","2.252","0.096","238.640","9.400","0.000","0.000",18,2007-02-02 08:09:00
"1571","1.826","0.098","239.280","7.600","0.000","0.000",17,2007-02-02 08:10:00
"1572","1.378","0.102","239.720","5.600","0.000","0.000",18,2007-02-02 08:11:00
"1573","1.366","0.098","239.120","5.600","0.000","0.000",18,2007-02-02 08:12:00
"1574","1.372","0.102","239.760","5.600","0.000","0.000",17,2007-02-02 08:13:00
"1575","1.368","0.100","239.320","5.600","0.000","0.000",18,2007-02-02 08:14:00
"1576","1.372","0.102","239.830","5.600","0.000","0.000",17,2007-02-02 08:15:00
"1577","1.374","0.102","240.080","5.600","0.000","0.000",18,2007-02-02 08:16:00
"1578","1.374","0.104","240.080","5.600","0.000","0.000",18,2007-02-02 08:17:00
"1579","1.380","0.106","240.710","5.600","0.000","0.000",18,2007-02-02 08:18:00
"1580","1.358","0.082","240.030","5.600","0.000","0.000",17,2007-02-02 08:19:00
"1581","1.286","0.000","240.580","5.200","0.000","0.000",18,2007-02-02 08:20:00
"1582","1.278","0.000","239.740","5.200","0.000","0.000",18,2007-02-02 08:21:00
"1583","1.370","0.074","239.690","5.600","0.000","0.000",17,2007-02-02 08:22:00
"1584","1.354","0.072","239.950","5.600","0.000","0.000",18,2007-02-02 08:23:00
"1585","1.354","0.072","239.860","5.600","0.000","0.000",17,2007-02-02 08:24:00
"1586","1.356","0.074","240.220","5.600","0.000","0.000",18,2007-02-02 08:25:00
"1587","1.356","0.074","240.320","5.600","0.000","0.000",18,2007-02-02 08:26:00
"1588","1.356","0.074","240.330","5.600","0.000","0.000",17,2007-02-02 08:27:00
"1589","1.444","0.182","240.720","6.000","0.000","0.000",18,2007-02-02 08:28:00
"1590","1.438","0.198","240.450","6.000","0.000","2.000",18,2007-02-02 08:29:00
"1591","1.444","0.202","241.350","6.000","0.000","1.000",18,2007-02-02 08:30:00
"1592","1.446","0.202","241.450","6.000","0.000","2.000",18,2007-02-02 08:31:00
"1593","1.446","0.202","241.150","6.000","0.000","1.000",17,2007-02-02 08:32:00
"1594","1.422","0.162","240.800","5.800","0.000","1.000",18,2007-02-02 08:33:00
"1595","1.374","0.094","240.480","5.600","0.000","2.000",18,2007-02-02 08:34:00
"1596","1.374","0.094","240.490","5.600","0.000","1.000",18,2007-02-02 08:35:00
"1597","1.376","0.094","240.590","5.600","0.000","2.000",17,2007-02-02 08:36:00
"1598","1.372","0.094","240.390","5.600","0.000","1.000",18,2007-02-02 08:37:00
"1599","1.362","0.090","239.640","5.600","0.000","1.000",18,2007-02-02 08:38:00
"1600","1.356","0.090","239.640","5.600","0.000","2.000",17,2007-02-02 08:39:00
"1601","1.358","0.090","239.850","5.600","0.000","1.000",18,2007-02-02 08:40:00
"1602","1.356","0.090","239.760","5.600","0.000","1.000",18,2007-02-02 08:41:00
"1603","1.356","0.088","239.530","5.600","0.000","2.000",17,2007-02-02 08:42:00
"1604","1.350","0.086","238.800","5.600","0.000","1.000",18,2007-02-02 08:43:00
"1605","1.386","0.120","238.350","5.800","0.000","1.000",17,2007-02-02 08:44:00
"1606","1.468","0.222","239.640","6.200","0.000","2.000",18,2007-02-02 08:45:00
"1607","1.468","0.224","240.140","6.200","0.000","1.000",17,2007-02-02 08:46:00
"1608","1.464","0.224","240.060","6.000","0.000","1.000",18,2007-02-02 08:47:00
"1609","1.460","0.222","239.800","6.000","0.000","1.000",18,2007-02-02 08:48:00
"1610","1.450","0.220","239.210","6.000","0.000","2.000",17,2007-02-02 08:49:00
"1611","1.442","0.216","238.620","6.000","0.000","1.000",17,2007-02-02 08:50:00
"1612","1.442","0.216","238.700","6.000","0.000","1.000",18,2007-02-02 08:51:00
"1613","1.440","0.216","238.690","6.000","0.000","1.000",17,2007-02-02 08:52:00
"1614","1.448","0.222","239.580","6.000","0.000","1.000",18,2007-02-02 08:53:00
"1615","1.452","0.224","240.090","6.000","0.000","2.000",18,2007-02-02 08:54:00
"1616","1.444","0.220","239.540","6.000","0.000","1.000",17,2007-02-02 08:55:00
"1617","1.440","0.218","239.220","6.000","0.000","1.000",18,2007-02-02 08:56:00
"1618","1.438","0.218","239.060","6.000","0.000","1.000",17,2007-02-02 08:57:00
"1619","1.406","0.162","239.080","5.800","0.000","1.000",18,2007-02-02 08:58:00
"1620","1.366","0.098","238.920","5.600","0.000","0.000",17,2007-02-02 08:59:00
"1621","1.276","0.000","238.270","5.200","0.000","0.000",18,2007-02-02 09:00:00
"1622","1.262","0.000","237.750","5.200","0.000","0.000",17,2007-02-02 09:01:00
"1623","1.260","0.000","237.590","5.200","0.000","0.000",17,2007-02-02 09:02:00
"1624","1.262","0.000","237.710","5.200","0.000","0.000",18,2007-02-02 09:03:00
"1625","1.262","0.000","237.890","5.200","0.000","0.000",17,2007-02-02 09:04:00
"1626","1.272","0.000","238.660","5.200","0.000","0.000",17,2007-02-02 09:05:00
"1627","1.278","0.000","239.360","5.200","0.000","0.000",18,2007-02-02 09:06:00
"1628","1.274","0.000","239.570","5.200","0.000","0.000",18,2007-02-02 09:07:00
"1629","1.334","0.000","239.410","5.600","0.000","0.000",17,2007-02-02 09:08:00
"1630","1.344","0.068","239.080","5.600","0.000","0.000",18,2007-02-02 09:09:00
"1631","1.340","0.066","238.680","5.600","0.000","0.000",17,2007-02-02 09:10:00
"1632","1.340","0.068","238.740","5.600","0.000","0.000",18,2007-02-02 09:11:00
"1633","1.340","0.068","238.810","5.600","0.000","0.000",17,2007-02-02 09:12:00
"1634","1.344","0.068","238.970","5.600","0.000","0.000",18,2007-02-02 09:13:00
"1635","1.344","0.068","238.830","5.600","0.000","0.000",17,2007-02-02 09:14:00
"1636","1.344","0.068","238.900","5.600","0.000","0.000",17,2007-02-02 09:15:00
"1637","1.344","0.070","238.960","5.600","0.000","0.000",18,2007-02-02 09:16:00
"1638","1.342","0.068","238.910","5.600","0.000","0.000",17,2007-02-02 09:17:00
"1639","1.340","0.068","238.710","5.600","0.000","0.000",18,2007-02-02 09:18:00
"1640","1.328","0.050","239.360","5.400","0.000","0.000",17,2007-02-02 09:19:00
"1641","1.270","0.000","239.120","5.200","0.000","0.000",18,2007-02-02 09:20:00
"1642","1.266","0.000","238.870","5.200","0.000","0.000",17,2007-02-02 09:21:00
"1643","1.270","0.000","239.240","5.200","0.000","0.000",18,2007-02-02 09:22:00
"1644","1.288","0.000","239.380","5.400","0.000","0.000",18,2007-02-02 09:23:00
"1645","1.306","0.000","238.700","5.400","0.000","0.000",17,2007-02-02 09:24:00
"1646","1.394","0.116","238.500","5.800","0.000","0.000",17,2007-02-02 09:25:00
"1647","1.392","0.116","238.580","5.800","0.000","0.000",18,2007-02-02 09:26:00
"1648","1.386","0.114","238.400","5.800","0.000","0.000",17,2007-02-02 09:27:00
"1649","1.390","0.116","238.470","5.800","0.000","0.000",18,2007-02-02 09:28:00
"1650","1.394","0.116","238.560","5.800","0.000","0.000",17,2007-02-02 09:29:00
"1651","1.386","0.114","238.040","5.800","0.000","0.000",18,2007-02-02 09:30:00
"1652","1.374","0.112","237.540","5.800","0.000","0.000",17,2007-02-02 09:31:00
"1653","1.370","0.112","237.560","5.800","0.000","0.000",17,2007-02-02 09:32:00
"1654","1.364","0.110","237.120","5.800","0.000","0.000",17,2007-02-02 09:33:00
"1655","1.360","0.108","236.650","5.600","0.000","0.000",18,2007-02-02 09:34:00
"1656","1.360","0.108","236.760","5.600","0.000","0.000",17,2007-02-02 09:35:00
"1657","1.400","0.108","237.080","5.800","0.000","0.000",17,2007-02-02 09:36:00
"1658","1.416","0.108","236.890","6.000","0.000","0.000",17,2007-02-02 09:37:00
"1659","1.358","0.110","237.240","5.600","0.000","0.000",17,2007-02-02 09:38:00
"1660","1.678","0.110","236.750","7.000","0.000","0.000",18,2007-02-02 09:39:00
"1661","1.762","0.050","237.020","7.400","0.000","0.000",17,2007-02-02 09:40:00
"1662","1.786","0.000","237.160","7.600","0.000","0.000",17,2007-02-02 09:41:00
"1663","1.794","0.000","237.440","7.600","0.000","0.000",17,2007-02-02 09:42:00
"1664","1.792","0.000","237.390","7.600","0.000","0.000",18,2007-02-02 09:43:00
"1665","1.794","0.000","237.210","7.600","0.000","0.000",17,2007-02-02 09:44:00
"1666","1.790","0.000","237.000","7.600","0.000","0.000",17,2007-02-02 09:45:00
"1667","1.782","0.000","237.010","7.600","0.000","0.000",17,2007-02-02 09:46:00
"1668","1.784","0.000","236.980","7.600","0.000","0.000",17,2007-02-02 09:47:00
"1669","1.784","0.000","237.230","7.600","0.000","0.000",18,2007-02-02 09:48:00
"1670","1.790","0.000","237.510","7.600","0.000","0.000",17,2007-02-02 09:49:00
"1671","1.786","0.000","237.430","7.600","0.000","0.000",17,2007-02-02 09:50:00
"1672","1.788","0.000","237.390","7.600","0.000","0.000",17,2007-02-02 09:51:00
"1673","1.784","0.000","237.180","7.600","0.000","0.000",18,2007-02-02 09:52:00
"1674","1.790","0.000","237.690","7.600","0.000","0.000",17,2007-02-02 09:53:00
"1675","1.852","0.048","238.470","7.800","0.000","0.000",17,2007-02-02 09:54:00
"1676","1.866","0.100","238.100","7.800","0.000","0.000",18,2007-02-02 09:55:00
"1677","1.858","0.096","237.220","7.800","0.000","0.000",17,2007-02-02 09:56:00
"1678","1.866","0.098","237.640","7.800","0.000","0.000",17,2007-02-02 09:57:00
"1679","1.858","0.096","237.320","7.800","0.000","0.000",18,2007-02-02 09:58:00
"1680","1.858","0.096","237.250","7.800","0.000","0.000",17,2007-02-02 09:59:00
"1681","1.862","0.098","237.780","7.800","0.000","0.000",17,2007-02-02 10:00:00
"1682","1.860","0.098","237.660","7.800","0.000","0.000",17,2007-02-02 10:01:00
"1683","1.864","0.098","237.490","7.800","0.000","0.000",18,2007-02-02 10:02:00
"1684","1.850","0.090","236.350","7.800","0.000","0.000",17,2007-02-02 10:03:00
"1685","1.848","0.092","236.550","7.800","0.000","0.000",17,2007-02-02 10:04:00
"1686","1.878","0.106","236.540","8.000","0.000","0.000",17,2007-02-02 10:05:00
"1687","1.896","0.120","236.480","8.000","0.000","0.000",17,2007-02-02 10:06:00
"1688","1.904","0.124","236.840","8.000","0.000","0.000",18,2007-02-02 10:07:00
"1689","1.886","0.118","236.370","8.000","0.000","0.000",17,2007-02-02 10:08:00
"1690","1.876","0.116","236.000","8.000","0.000","0.000",17,2007-02-02 10:09:00
"1691","1.884","0.120","236.400","8.000","0.000","0.000",17,2007-02-02 10:10:00
"1692","1.876","0.118","236.250","8.000","0.000","0.000",17,2007-02-02 10:11:00
"1693","1.874","0.118","236.390","8.000","0.000","0.000",17,2007-02-02 10:12:00
"1694","1.874","0.116","235.720","8.000","0.000","0.000",17,2007-02-02 10:13:00
"1695","1.858","0.112","234.590","8.000","0.000","0.000",17,2007-02-02 10:14:00
"1696","1.862","0.114","234.960","8.000","0.000","0.000",17,2007-02-02 10:15:00
"1697","1.860","0.114","235.020","8.000","0.000","0.000",17,2007-02-02 10:16:00
"1698","1.862","0.116","235.030","8.000","0.000","0.000",17,2007-02-02 10:17:00
"1699","1.860","0.114","234.860","8.000","0.000","0.000",17,2007-02-02 10:18:00
"1700","1.856","0.114","234.730","8.000","0.000","0.000",17,2007-02-02 10:19:00
"1701","1.864","0.114","235.090","8.000","0.000","0.000",16,2007-02-02 10:20:00
"1702","1.814","0.000","235.870","7.800","0.000","0.000",18,2007-02-02 10:21:00
"1703","1.772","0.000","235.710","7.600","0.000","0.000",17,2007-02-02 10:22:00
"1704","1.778","0.000","236.070","7.600","0.000","0.000",17,2007-02-02 10:23:00
"1705","1.784","0.000","236.460","7.600","0.000","0.000",17,2007-02-02 10:24:00
"1706","1.782","0.000","235.890","7.600","0.000","0.000",17,2007-02-02 10:25:00
"1707","1.784","0.000","236.640","7.600","0.000","0.000",17,2007-02-02 10:26:00
"1708","1.778","0.000","236.520","7.600","0.000","0.000",17,2007-02-02 10:27:00
"1709","1.794","0.000","237.270","7.600","0.000","0.000",17,2007-02-02 10:28:00
"1710","1.786","0.000","237.300","7.600","0.000","0.000",18,2007-02-02 10:29:00
"1711","1.506","0.046","238.310","6.400","0.000","0.000",17,2007-02-02 10:30:00
"1712","1.726","0.000","238.130","7.400","0.000","0.000",17,2007-02-02 10:31:00
"1713","1.764","0.000","237.580","7.400","0.000","0.000",18,2007-02-02 10:32:00
"1714","1.752","0.000","236.990","7.400","0.000","0.000",17,2007-02-02 10:33:00
"1715","1.744","0.000","236.660","7.400","0.000","0.000",17,2007-02-02 10:34:00
"1716","1.746","0.000","236.590","7.400","0.000","0.000",17,2007-02-02 10:35:00
"1717","1.756","0.000","237.580","7.400","0.000","0.000",17,2007-02-02 10:36:00
"1718","1.750","0.000","237.470","7.400","0.000","0.000",18,2007-02-02 10:37:00
"1719","1.832","0.000","237.180","7.800","0.000","0.000",17,2007-02-02 10:38:00
"1720","1.578","0.000","238.010","6.800","0.000","0.000",17,2007-02-02 10:39:00
"1721","0.398","0.062","238.970","1.800","0.000","0.000",0,2007-02-02 10:40:00
"1722","0.408","0.096","238.940","1.800","0.000","0.000",0,2007-02-02 10:41:00
"1723","1.048","0.088","238.110","4.800","0.000","0.000",9,2007-02-02 10:42:00
"1724","1.462","0.084","238.140","6.000","0.000","0.000",18,2007-02-02 10:43:00
"1725","1.460","0.084","237.970","6.000","0.000","0.000",17,2007-02-02 10:44:00
"1726","1.414","0.084","237.990","5.800","0.000","0.000",18,2007-02-02 10:45:00
"1727","1.528","0.148","237.430","6.400","0.000","0.000",17,2007-02-02 10:46:00
"1728","1.688","0.206","236.940","7.200","0.000","0.000",17,2007-02-02 10:47:00
"1729","2.084","0.206","236.040","8.800","0.000","0.000",17,2007-02-02 10:48:00
"1730","1.930","0.202","235.370","8.200","0.000","0.000",17,2007-02-02 10:49:00
"1731","1.432","0.208","237.010","6.000","0.000","0.000",18,2007-02-02 10:50:00
"1732","1.382","0.138","237.150","5.800","0.000","0.000",17,2007-02-02 10:51:00
"1733","1.364","0.110","237.380","5.600","0.000","0.000",17,2007-02-02 10:52:00
"1734","1.364","0.112","237.600","5.600","0.000","0.000",17,2007-02-02 10:53:00
"1735","1.364","0.112","237.550","5.600","0.000","0.000",18,2007-02-02 10:54:00
"1736","1.356","0.108","236.980","5.600","0.000","0.000",17,2007-02-02 10:55:00
